Age,Gender,NPS,ChurnLabel,PurchaseFrequency,PurchaseValue,SubscriptionPlan,WebsitePageViews,WebsiteTimeSpent,EngagementMetricsLogins,EngagementMetricsFrequency,FeedbackRating,MarketingCommunicationNoOfEmails,MarketingCommunicationOpenClickDiff,MarketingCommunicationSentOpenDiff,ServiceInteractions_Call,ServiceInteractions_Email,ServiceInteractions_Chat,PaymentHistoryNoOfLatePayments,ClickstreamData_Click,ClickstreamData_Add to Cart,ClickstreamData_Search,SubscriptionDuration,FirstInteractionDate,LastInteractionDate,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
18,1,2,1,49,2937.0699999999997,14,87,10,5,0,1,10,355.0,254.0,23,16,13,38,7,13,21,78,2019-02-19,2022-12-24,6,245,2937.0699999999997,5,2,3,10,Loyal
70,0,6,0,48,3420.92,12,90,94,13,1,5,3,162.0,75.0,2,3,2,13,3,4,3,17,2019-05-07,2022-10-01,90,624,3420.92,3,4,4,11,Loyal
65,0,3,1,10,712.55,4,76,33,13,1,1,8,40.0,182.0,24,19,10,39,9,3,3,29,2019-01-01,2022-12-27,3,130,712.55,5,2,1,8,At_Risk
20,1,4,0,43,3277.42,1,71,1,17,2,1,9,47.0,426.0,1,2,3,7,10,16,14,53,2019-03-14,2022-05-02,242,731,3277.42,1,4,4,9,At_Risk
41,0,3,1,33,3207.4900000000002,6,38,9,17,1,2,3,15.0,141.0,2,4,4,45,6,11,8,252,2019-03-14,2022-08-25,127,561,3207.4900000000002,2,4,4,10,Loyal
65,0,1,0,11,933.4300000000001,9,46,40,13,0,5,5,428.0,73.0,2,0,2,11,10,11,11,68,2019-11-29,2022-09-14,107,143,933.4300000000001,2,2,1,5,Lost
63,1,2,0,1,877.62,10,6,90,6,0,1,1,1075.0,95.0,5,4,4,8,11,15,11,252,2019-03-02,2022-05-23,221,6,877.62,1,1,1,3,Lost
33,0,0,1,8,546.36,14,99,5,7,1,2,4,4.0,41.0,3,1,2,64,12,13,7,32,2019-08-24,2022-11-25,35,56,546.36,4,1,1,6,At_Risk
57,1,3,0,58,4660.61,19,6,94,25,2,1,6,15.0,1123.0,4,4,2,4,15,19,13,269,2019-04-19,2022-12-01,29,1450,4660.61,4,5,5,14,Premium
48,1,5,0,25,3424.44,11,23,101,21,2,3,7,93.0,613.0,4,0,7,7,7,11,11,771,2019-02-03,2022-12-30,0,525,3424.44,5,4,4,13,Loyal
57,0,1,0,49,4254.79,1,6,103,23,1,2,2,146.0,246.0,2,4,6,7,1,0,0,318,2019-01-05,2022-12-10,20,1127,4254.79,4,5,4,13,Loyal
19,1,1,1,6,23.63,3,41,30,10,2,1,9,4.0,371.0,6,7,3,53,3,4,2,180,2019-02-04,2022-11-02,58,60,23.63,3,1,1,5,Lost
50,1,0,0,21,1572.8000000000002,10,82,64,19,2,5,2,36.0,917.0,5,4,3,3,8,11,12,193,2020-02-13,2022-11-30,30,399,1572.8000000000002,4,3,2,9,At_Risk
32,0,3,1,38,5277.19,8,12,12,8,0,3,6,41.0,1209.0,15,12,11,93,8,3,7,182,2019-01-02,2022-11-08,52,304,5277.19,3,3,5,11,Loyal
19,0,2,0,13,1533.8400000000001,10,70,51,16,2,1,2,177.0,289.0,1,0,1,8,5,5,9,185,2020-10-26,2022-03-08,297,208,1533.8400000000001,1,2,2,5,Lost
57,1,7,0,17,1531.75,8,27,14,1,1,4,10,51.0,363.0,3,6,10,5,13,9,12,14,2019-02-28,2022-12-19,11,17,1531.75,5,1,2,8,At_Risk
28,0,2,0,10,535.51,18,43,5,5,2,5,3,3.0,246.0,3,4,3,6,13,18,14,385,2019-08-05,2022-12-05,25,50,535.51,4,1,1,6,At_Risk
58,0,7,0,46,6123.96,3,8,36,8,0,1,6,72.0,482.0,0,4,1,4,0,0,1,135,2020-04-16,2022-04-28,246,368,6123.96,1,3,5,9,At_Risk
24,1,1,0,43,5002.6,16,81,102,12,0,4,5,3.0,15.0,3,1,3,10,15,16,14,19,2020-04-22,2022-07-18,165,516,5002.6,2,4,5,11,Loyal
26,1,7,0,45,4249.76,9,27,68,18,1,5,7,55.0,92.0,5,5,5,4,5,2,4,409,2019-03-17,2022-10-26,65,810,4249.76,3,4,4,11,Loyal
40,0,0,0,17,961.7,18,74,30,25,0,3,8,53.0,441.0,7,11,18,87,4,3,3,1205,2019-01-03,2022-10-14,77,425,961.7,3,3,1,7,At_Risk
28,0,5,0,38,3164.1800000000003,4,9,29,18,2,5,6,13.0,1089.0,5,5,7,6,17,13,14,487,2019-05-05,2022-12-30,0,684,3164.1800000000003,5,4,3,12,Loyal
35,0,5,0,22,2590.06,8,26,97,14,1,2,4,94.0,807.0,0,1,2,6,12,7,6,1154,2020-11-21,2021-06-02,576,308,2590.06,1,3,3,7,At_Risk
42,0,1,0,26,2228.7,1,36,17,10,0,2,5,112.0,233.0,3,0,1,10,0,0,1,500,2020-05-13,2022-02-09,324,260,2228.7,1,3,3,7,At_Risk
63,1,3,1,23,2016.26,2,87,3,19,2,1,9,94.0,742.0,5,3,6,54,10,6,12,360,2019-10-30,2021-12-07,388,437,2016.26,1,3,2,6,At_Risk
21,1,8,0,10,588.95,18,70,94,25,1,1,2,65.0,562.0,2,5,2,5,2,1,2,11,2019-03-19,2022-06-30,183,250,588.95,2,2,1,5,Lost
67,0,3,1,40,4892.55,10,62,34,1,0,3,5,227.0,101.0,16,20,20,46,16,9,11,124,2019-02-21,2022-11-22,38,40,4892.55,4,1,5,10,Loyal
68,1,2,1,8,1033.94,19,6,16,7,1,2,9,278.0,896.0,6,5,14,57,12,4,14,281,2019-02-12,2022-12-04,26,56,1033.94,4,1,1,6,At_Risk
29,0,3,1,11,1419.48,7,14,9,27,2,4,3,136.0,101.0,9,13,13,51,7,6,3,22,2019-02-11,2022-10-22,69,297,1419.48,3,3,2,8,At_Risk
59,0,3,1,21,1282.98,3,74,7,13,0,1,4,4.0,759.0,4,5,6,86,10,6,4,521,2020-04-20,2022-11-17,43,273,1282.98,4,3,2,9,At_Risk
35,0,0,0,2,952.69,9,11,102,14,1,1,3,103.0,667.0,5,5,4,7,12,9,9,310,2019-01-16,2022-06-14,199,28,952.69,2,1,1,4,Lost
67,1,3,0,3,134.44,15,92,90,19,0,3,5,60.0,243.0,8,10,1,7,11,14,9,291,2019-02-28,2022-09-23,98,57,134.44,2,1,1,4,Lost
26,0,5,0,1,666.36,9,24,10,19,1,3,1,71.0,990.0,7,4,6,10,10,15,20,214,2019-05-03,2022-12-02,28,19,666.36,4,1,1,6,At_Risk
50,0,5,0,30,1908.88,11,15,94,27,0,4,4,223.0,68.0,2,2,0,6,5,1,5,94,2019-02-02,2021-06-18,560,810,1908.88,1,4,2,7,At_Risk
30,0,2,0,30,2215.12,7,68,34,13,2,4,9,916.0,220.0,4,0,5,4,14,17,15,332,2019-05-15,2022-06-13,200,390,2215.12,2,3,3,8,At_Risk
37,1,2,0,22,1962.59,10,10,96,29,1,4,10,627.0,106.0,5,3,11,13,12,14,16,844,2019-02-26,2022-11-16,44,638,1962.59,3,4,2,9,At_Risk
33,1,4,0,13,1661.5,10,12,71,4,0,5,4,60.0,366.0,3,4,5,6,3,11,10,228,2019-10-26,2022-07-05,178,52,1661.5,2,1,2,5,Lost
64,0,1,0,31,2033.01,15,26,40,18,1,4,9,20.0,154.0,2,0,0,4,3,6,7,707,2019-07-21,2020-09-12,839,558,2033.01,1,4,2,7,At_Risk
29,0,1,1,44,4578.06,19,82,24,30,0,1,8,52.0,1020.0,12,8,10,56,17,22,8,357,2019-01-30,2022-07-24,159,1320,4578.06,2,5,5,12,Loyal
18,0,0,0,38,2153.42,19,10,23,13,0,5,5,5.0,263.0,2,6,11,10,7,10,10,90,2019-01-09,2022-07-24,159,494,2153.42,2,4,2,8,At_Risk
58,1,6,0,58,5804.8099999999995,19,67,10,30,0,4,5,10.0,135.0,2,0,0,6,2,2,3,388,2020-08-29,2022-08-28,124,1740,5804.8099999999995,2,5,5,12,Loyal
44,1,0,1,33,1798.3,13,83,14,26,1,3,7,16.0,921.0,8,11,13,60,9,6,6,763,2019-01-30,2022-11-28,32,858,1798.3,4,5,2,11,Loyal
18,1,0,1,11,1278.22,7,88,3,19,0,5,1,276.0,150.0,2,5,10,66,4,2,6,4,2019-02-11,2022-12-17,13,209,1278.22,5,2,2,9,At_Risk
29,1,0,1,51,3430.4300000000003,18,35,21,1,0,4,5,9.0,348.0,13,10,18,97,13,14,13,228,2019-01-13,2022-12-12,18,51,3430.4300000000003,4,1,4,9,At_Risk
36,0,4,0,16,1318.17,5,12,100,25,1,5,5,928.0,444.0,7,3,2,1,13,19,10,260,2019-04-29,2022-08-10,142,400,1318.17,2,3,2,7,At_Risk
58,1,0,0,47,2607.31,4,29,34,16,0,1,6,46.0,1270.0,6,3,4,7,2,1,2,674,2019-05-23,2022-12-06,24,752,2607.31,4,4,3,11,Loyal
49,1,0,0,18,1417.03,15,87,13,13,0,2,5,303.0,62.0,3,3,8,58,16,16,8,428,2019-05-21,2022-12-04,26,234,1417.03,4,2,2,8,At_Risk
36,0,4,0,33,2122.93,9,83,90,13,0,4,8,56.0,449.0,6,4,4,10,10,11,8,190,2019-02-14,2022-12-10,20,429,2122.93,4,3,2,9,At_Risk
32,0,8,0,16,443.85,4,31,48,5,2,4,4,8.0,126.0,3,5,7,5,13,8,20,52,2019-03-13,2022-11-01,59,80,443.85,3,1,1,5,Lost
36,0,0,1,14,636.75,18,69,19,27,1,3,7,53.0,1016.0,6,12,7,80,5,5,8,383,2019-06-09,2022-10-18,73,378,636.75,3,3,1,7,At_Risk
52,0,2,1,37,4984.49,4,29,6,10,2,3,2,407.0,163.0,12,26,17,81,23,10,14,409,2019-01-18,2022-12-05,25,370,4984.49,4,3,5,12,Loyal
24,1,3,1,9,165.04,1,88,2,2,0,3,6,6.0,772.0,20,6,16,74,9,13,6,185,2019-01-01,2022-12-15,15,18,165.04,5,1,1,7,At_Risk
70,0,2,0,26,1711.74,10,35,93,25,1,1,9,299.0,373.0,3,2,2,9,2,3,1,1165,2019-01-16,2022-08-04,148,650,1711.74,2,4,2,8,At_Risk
66,0,2,1,46,5021.97,17,17,1,3,2,4,7,23.0,108.0,4,1,3,57,4,7,9,1198,2019-03-22,2022-03-27,278,138,5021.97,1,2,5,8,At_Risk
27,0,0,1,16,1090.13,12,95,4,16,0,5,5,132.0,250.0,10,22,16,79,16,17,17,293,2019-01-29,2022-12-20,10,256,1090.13,5,2,1,8,At_Risk
24,1,5,0,34,5282.82,9,99,44,3,0,1,2,95.0,779.0,0,0,1,9,0,1,0,1034,2022-05-13,2022-05-13,231,102,5282.82,1,1,5,7,At_Risk
46,0,0,1,51,3331.11,3,65,1,23,0,2,6,73.0,232.0,18,19,22,65,13,9,11,100,2019-01-04,2022-12-06,24,1173,3331.11,4,5,4,13,Loyal
31,1,2,1,44,3645.34,15,3,23,30,0,4,4,16.0,75.0,15,19,15,55,2,0,2,699,2019-01-08,2022-12-24,6,1320,3645.34,5,5,4,14,Premium
65,0,4,0,35,3795.78,16,11,38,30,0,3,8,38.0,688.0,8,7,4,3,1,0,0,9,2019-01-16,2022-09-20,101,1050,3795.78,2,5,4,11,Loyal
55,0,0,1,39,2573.48,2,76,12,25,2,3,2,187.0,1083.0,6,4,4,56,8,3,3,241,2019-01-26,2022-08-04,148,975,2573.48,2,5,3,10,Loyal
46,0,1,1,26,2283.71,9,99,31,1,0,3,6,15.0,10.0,4,7,12,109,2,5,4,300,2019-03-31,2022-11-01,59,26,2283.71,3,1,3,7,At_Risk
23,0,1,1,37,2699.58,15,94,29,8,2,1,8,52.0,311.0,3,0,2,58,2,2,1,669,2019-04-17,2022-09-22,99,296,2699.58,2,3,3,8,At_Risk
50,0,7,0,40,3867.47,6,4,75,17,0,1,1,520.0,310.0,1,0,4,9,0,1,1,141,2019-03-07,2022-12-23,7,680,3867.47,5,4,4,13,Loyal
58,0,5,0,7,452.82,0,19,18,25,0,4,9,175.0,98.0,6,7,5,6,15,16,15,215,2019-02-01,2022-12-25,5,175,452.82,5,2,1,8,At_Risk
34,1,3,1,50,3590.7999999999997,7,78,10,26,1,5,8,102.0,706.0,20,18,17,63,14,6,11,711,2019-02-17,2022-12-08,22,1300,3590.7999999999997,4,5,4,13,Loyal
61,1,1,1,30,1818.8600000000001,10,23,20,2,2,1,4,3.0,18.0,18,9,9,64,12,15,10,0,2019-02-02,2022-11-20,40,60,1818.8600000000001,4,1,2,7,At_Risk
58,0,3,0,39,3370.1400000000003,9,14,87,15,2,5,9,815.0,155.0,3,1,0,5,7,7,12,61,2019-04-07,2021-10-24,432,585,3370.1400000000003,1,4,4,9,At_Risk
33,1,0,1,40,2899.9700000000003,10,65,25,21,1,5,6,214.0,762.0,10,5,18,46,3,2,3,200,2019-01-15,2022-12-30,0,840,2899.9700000000003,5,5,3,13,Loyal
43,1,8,0,26,2364.0,16,40,40,24,0,2,6,335.0,179.0,3,2,0,7,15,13,18,1081,2019-07-05,2022-07-15,168,624,2364.0,2,4,3,9,At_Risk
59,1,2,0,13,1694.18,4,58,67,7,1,1,2,3.0,25.0,5,2,6,8,1,1,5,192,2019-06-26,2022-10-14,77,91,1694.18,3,1,2,6,At_Risk
21,0,8,0,15,1036.52,2,30,50,12,0,1,10,187.0,156.0,1,2,0,7,7,5,5,290,2020-05-07,2021-01-17,712,180,1036.52,1,2,1,4,Lost
19,0,3,1,11,1484.31,19,10,85,21,0,4,10,61.0,457.0,3,3,7,10,0,2,2,192,2019-01-05,2022-07-19,164,231,1484.31,2,2,2,6,At_Risk
32,1,1,0,15,1108.34,18,67,34,19,1,4,4,14.0,140.0,6,4,9,8,17,11,20,32,2019-01-14,2022-08-05,147,285,1108.34,2,3,1,6,At_Risk
29,0,3,1,33,4321.13,3,79,17,21,0,5,8,4.0,1046.0,2,4,7,75,1,0,0,101,2019-01-21,2022-11-24,36,693,4321.13,4,4,5,13,Loyal
34,0,5,0,49,4222.29,5,37,8,18,2,2,8,1.0,80.0,1,1,2,6,3,3,3,774,2019-04-05,2022-02-02,331,882,4222.29,1,5,4,10,Loyal
29,0,7,0,13,1063.08,4,32,11,20,1,5,8,109.0,83.0,3,8,5,10,19,17,14,1014,2019-03-16,2022-12-14,16,260,1063.08,5,3,1,9,At_Risk
48,1,0,1,21,2056.69,2,95,17,12,1,5,2,444.0,639.0,1,1,3,49,0,1,2,731,2019-03-06,2022-11-16,44,252,2056.69,3,2,2,7,At_Risk
59,1,9,0,24,2690.48,15,79,83,20,1,4,2,16.0,10.0,0,1,2,4,6,5,12,489,2019-03-03,2021-08-15,502,480,2690.48,1,4,3,8,At_Risk
20,1,2,0,9,1101.04,1,81,52,9,0,2,9,5.0,201.0,0,0,1,6,4,3,1,413,2020-07-08,2020-07-08,905,81,1101.04,1,1,1,3,Lost
66,0,6,0,7,412.46,12,44,13,15,2,3,8,56.0,3.0,4,3,3,9,6,11,9,274,2019-02-21,2022-09-30,91,105,412.46,3,1,1,5,Lost
40,0,0,0,28,1775.57,5,42,55,18,1,1,6,163.0,6.0,3,4,2,8,4,4,2,695,2019-10-14,2022-06-23,190,504,1775.57,2,4,2,8,At_Risk
59,0,0,0,42,4813.01,6,44,12,27,2,1,1,87.0,326.0,15,13,15,108,1,2,2,190,2019-01-04,2022-12-24,6,1134,4813.01,5,5,5,15,Premium
36,1,2,1,53,2641.25,7,52,21,24,0,5,4,593.0,261.0,1,1,3,67,10,12,12,74,2019-02-17,2022-08-14,138,1272,2641.25,2,5,3,10,Loyal
42,1,1,1,44,3635.2000000000003,16,39,22,11,1,3,9,24.0,558.0,18,15,15,50,9,5,2,279,2019-02-26,2022-12-05,25,484,3635.2000000000003,4,4,4,12,Loyal
68,0,2,0,49,4762.0199999999995,18,40,19,11,1,1,5,197.0,331.0,9,2,7,6,17,16,13,62,2019-03-03,2022-12-14,16,539,4762.0199999999995,5,4,5,14,Premium
31,1,0,0,60,4856.17,18,31,70,28,2,3,3,7.0,1381.0,2,3,11,8,0,1,2,296,2019-03-12,2022-09-24,97,1680,4856.17,2,5,5,12,Loyal
30,0,4,0,16,1247.3799999999999,3,83,53,17,0,5,1,123.0,1040.0,4,5,3,10,7,8,8,816,2019-09-02,2022-10-27,64,272,1247.3799999999999,3,3,2,8,At_Risk
28,1,4,0,10,946.98,9,84,15,2,1,3,5,49.0,131.0,4,11,3,7,11,14,15,259,2019-02-17,2022-12-23,7,20,946.98,5,1,1,7,At_Risk
24,1,9,0,22,2553.92,4,66,51,25,2,2,8,625.0,134.0,6,5,8,4,10,8,8,229,2019-03-27,2022-07-03,180,550,2553.92,2,4,3,9,At_Risk
25,1,8,0,34,1674.25,8,17,16,8,0,1,4,32.0,1088.0,3,5,4,7,8,12,16,423,2019-07-03,2022-12-16,14,272,1674.25,5,3,2,10,Loyal
34,1,1,0,28,2438.8,13,41,37,16,2,4,1,339.0,266.0,8,3,5,9,7,5,2,2,2019-02-24,2022-08-09,143,448,2438.8,2,3,3,8,At_Risk
52,1,2,1,36,4314.56,3,60,27,13,1,4,4,1.0,123.0,9,14,6,46,0,2,3,945,2019-01-09,2022-09-30,91,468,4314.56,3,3,5,11,Loyal
27,1,3,1,21,1775.01,11,61,21,16,2,3,5,28.0,1113.0,10,18,12,53,5,6,3,941,2019-02-12,2022-11-02,58,336,1775.01,3,3,2,8,At_Risk
53,0,1,1,38,3786.49,13,45,5,26,2,1,6,185.0,885.0,0,2,1,70,9,19,16,920,2020-02-16,2021-10-16,440,988,3786.49,1,5,4,10,Loyal
48,0,1,0,60,3981.4300000000003,14,20,101,10,0,4,7,181.0,370.0,3,3,2,6,10,5,5,87,2019-03-03,2022-06-10,203,600,3981.4300000000003,1,4,4,9,At_Risk
55,0,2,0,42,3103.02,3,56,37,6,1,2,5,714.0,134.0,2,0,0,6,6,2,7,872,2019-03-13,2021-07-06,542,252,3103.02,1,2,3,6,At_Risk
30,0,0,1,42,4466.150000000001,11,72,30,19,0,2,8,23.0,378.0,11,21,23,82,8,11,7,7,2019-01-10,2022-12-21,9,798,4466.150000000001,5,4,5,14,Premium
47,0,2,0,18,819.4000000000001,9,23,99,22,0,5,4,93.0,552.0,3,2,5,5,14,16,12,814,2019-02-04,2022-08-29,123,396,819.4000000000001,2,3,1,6,At_Risk
34,1,0,1,48,3252.4,17,23,16,10,0,4,10,256.0,986.0,10,7,8,73,8,10,10,797,2019-02-07,2022-12-30,0,480,3252.4,5,4,4,13,Loyal
49,0,1,1,7,1580.8600000000001,0,85,5,1,1,4,1,39.0,82.0,15,18,16,75,6,9,8,235,2019-01-04,2022-12-27,3,7,1580.8600000000001,5,1,2,8,At_Risk
60,0,1,0,12,549.1899999999999,1,58,32,25,1,5,6,248.0,219.0,3,1,3,4,12,9,9,372,2019-03-12,2022-10-27,64,300,549.1899999999999,3,3,1,7,At_Risk
52,0,2,1,8,488.28,18,17,5,7,1,2,6,429.0,102.0,1,6,1,88,12,6,9,789,2019-06-10,2022-10-20,71,56,488.28,3,1,1,5,Lost
47,1,2,1,48,4894.71,4,61,24,9,0,4,4,6.0,1426.0,21,16,21,54,14,17,14,609,2019-02-01,2022-09-27,94,432,4894.71,2,3,5,10,Loyal
18,1,2,1,27,2534.71,6,29,2,7,0,2,10,0.0,2.0,5,5,3,78,0,1,2,780,2019-07-30,2022-12-17,13,189,2534.71,5,2,3,10,Loyal
43,1,6,0,21,2283.51,11,1,2,24,2,2,4,29.0,335.0,4,8,4,10,10,8,12,862,2019-01-14,2022-06-15,198,504,2283.51,2,4,3,9,At_Risk
36,0,4,0,26,4624.16,15,35,35,4,1,5,1,355.0,48.0,8,6,5,5,8,9,6,165,2019-06-08,2022-09-21,100,104,4624.16,2,1,5,8,At_Risk
32,1,4,0,30,4381.93,0,58,44,13,1,5,7,77.0,426.0,4,2,2,10,2,1,2,701,2019-10-30,2021-08-06,511,390,4381.93,1,3,5,9,At_Risk
26,1,5,0,18,1186.82,10,88,95,27,2,3,2,138.0,178.0,3,7,6,8,16,13,14,187,2019-01-28,2022-03-21,284,486,1186.82,1,4,2,7,At_Risk
45,0,0,1,49,5128.22,7,75,19,5,1,3,6,0.0,594.0,16,18,22,77,10,13,9,37,2019-01-12,2022-11-22,38,245,5128.22,4,2,5,11,Loyal
23,1,2,1,48,5390.61,15,86,15,11,0,4,5,20.0,205.0,12,18,25,93,21,10,15,234,2019-01-06,2022-12-27,3,528,5390.61,5,4,5,14,Premium
50,1,3,1,58,5898.15,2,39,27,29,0,4,2,110.0,60.0,2,4,4,80,3,3,2,35,2019-01-06,2022-12-01,29,1682,5898.15,4,5,5,14,Premium
54,1,3,0,5,814.91,14,30,16,19,1,2,5,622.0,113.0,5,6,4,4,4,8,12,390,2019-01-14,2022-04-08,266,95,814.91,1,1,1,3,Lost
28,1,3,0,55,4008.15,15,60,78,27,2,2,4,2.0,732.0,3,4,3,7,15,12,19,105,2019-02-17,2022-11-04,56,1485,4008.15,3,5,4,12,Loyal
50,1,1,1,41,6419.71,18,19,8,4,2,2,6,110.0,683.0,18,24,16,67,15,18,15,1092,2019-01-10,2022-12-06,24,164,6419.71,4,2,5,11,Loyal
67,1,0,1,55,4277.01,4,30,24,5,0,5,4,113.0,770.0,22,15,20,21,8,8,7,8,2019-01-19,2022-10-17,74,275,4277.01,3,3,4,10,Loyal
63,0,0,1,52,5890.05,5,97,21,6,2,1,5,207.0,580.0,4,4,2,63,10,11,9,40,2019-05-22,2022-06-14,199,312,5890.05,2,3,5,10,Loyal
27,1,1,1,17,2087.29,15,25,15,4,1,1,6,11.0,18.0,14,17,15,84,11,7,8,42,2019-01-02,2022-12-15,15,68,2087.29,5,1,2,8,At_Risk
37,1,5,0,14,993.73,14,56,28,27,0,3,5,0.0,386.0,3,5,10,11,15,14,16,559,2019-01-10,2022-05-02,242,378,993.73,1,3,1,5,Lost
46,0,2,1,1,786.23,8,56,23,8,0,3,1,15.0,932.0,16,17,17,72,9,19,10,90,2019-01-04,2022-11-25,35,8,786.23,4,1,1,6,At_Risk
57,1,6,0,53,2829.4,4,74,31,30,1,3,2,225.0,526.0,6,9,4,12,8,11,3,780,2019-02-24,2022-11-21,39,1590,2829.4,4,5,3,12,Loyal
22,0,1,1,42,3075.37,14,64,10,15,1,1,5,24.0,95.0,5,7,5,61,9,11,9,42,2019-05-10,2022-11-26,34,630,3075.37,4,4,3,11,Loyal
30,0,2,0,26,3330.99,0,83,9,9,1,1,10,82.0,933.0,2,4,8,8,12,18,13,112,2019-06-20,2022-11-16,44,234,3330.99,3,2,4,9,At_Risk
39,0,9,0,11,1326.85,17,43,94,23,1,1,8,19.0,645.0,0,3,1,8,13,2,7,327,2019-01-12,2022-08-05,147,253,1326.85,2,2,2,6,At_Risk
56,0,9,0,52,3855.04,9,66,23,14,1,2,1,46.0,1099.0,5,0,1,9,13,20,12,140,2019-07-25,2022-12-07,23,728,3855.04,4,4,4,12,Loyal
53,1,2,0,29,2482.52,18,43,18,30,2,1,4,0.0,285.0,5,7,6,10,9,12,10,385,2019-02-25,2022-11-20,40,870,2482.52,4,5,3,12,Loyal
32,0,0,1,10,308.99,0,89,16,5,0,3,5,29.0,145.0,10,3,5,75,5,16,7,791,2019-01-01,2022-08-07,145,50,308.99,2,1,1,4,Lost
68,1,2,1,18,919.73,12,10,34,12,0,2,5,56.0,293.0,7,4,5,30,6,13,8,590,2019-02-02,2022-08-10,142,216,919.73,2,2,1,5,Lost
49,0,3,1,16,1833.1499999999999,12,100,1,23,1,4,2,361.0,590.0,13,10,9,48,13,16,5,425,2019-02-17,2022-08-29,123,368,1833.1499999999999,2,3,2,7,At_Risk
27,0,6,0,43,3631.37,3,23,76,26,0,1,8,7.0,52.0,4,6,5,10,12,15,14,443,2019-05-04,2022-08-14,138,1118,3631.37,2,5,4,11,Loyal
25,0,3,1,11,1330.81,0,10,23,20,0,4,5,19.0,9.0,4,6,10,63,13,15,17,669,2019-02-28,2022-11-08,52,220,1330.81,3,2,2,7,At_Risk
20,1,2,0,7,631.82,1,89,39,23,0,5,3,940.0,241.0,2,1,2,5,19,9,12,801,2020-05-19,2022-09-13,108,161,631.82,2,2,1,5,Lost
41,1,1,0,2,133.85,17,60,26,5,2,4,2,121.0,90.0,2,1,2,5,4,10,2,246,2020-01-07,2022-09-25,96,10,133.85,2,1,1,4,Lost
24,0,0,0,26,1485.0700000000002,14,47,97,22,2,4,3,16.0,29.0,4,2,4,13,5,10,10,107,2019-03-17,2022-07-06,177,572,1485.0700000000002,2,4,2,8,At_Risk
20,1,1,0,8,1445.96,17,78,49,11,2,1,10,144.0,126.0,0,1,0,9,1,0,0,371,2020-02-04,2020-02-04,1060,88,1445.96,1,1,2,4,Lost
23,0,4,0,19,2316.66,0,23,35,9,1,3,5,159.0,408.0,7,4,1,10,5,8,8,1131,2019-06-18,2022-12-13,17,171,2316.66,5,2,3,10,Loyal
65,1,0,1,26,2756.05,4,44,18,22,1,2,10,601.0,40.0,0,1,3,52,1,1,1,84,2020-06-26,2022-12-22,8,572,2756.05,5,4,3,12,Loyal
63,1,0,1,24,2386.3,3,65,23,17,0,3,7,665.0,494.0,0,0,2,80,3,1,2,129,2021-03-03,2021-09-02,484,408,2386.3,1,3,3,7,At_Risk
70,1,8,0,9,383.67,5,85,87,18,0,1,10,44.0,34.0,9,5,2,0,1,1,1,433,2019-04-01,2022-12-10,20,162,383.67,4,2,1,7,At_Risk
61,0,1,1,33,3871.9700000000003,1,43,23,5,2,1,1,55.0,152.0,8,10,3,55,7,3,10,126,2019-01-08,2022-09-19,102,165,3871.9700000000003,2,2,4,8,At_Risk
56,0,3,0,24,2733.08,13,40,4,27,1,5,8,49.0,448.0,2,6,2,10,8,7,11,246,2019-01-20,2022-07-08,175,648,2733.08,2,4,3,9,At_Risk
70,0,8,0,48,5040.99,18,78,8,5,1,2,6,58.0,700.0,0,2,3,11,11,9,14,165,2019-03-10,2021-06-01,577,240,5040.99,1,2,5,8,At_Risk
49,1,3,1,2,609.78,4,35,23,25,1,1,6,142.0,35.0,5,9,3,47,13,13,16,109,2019-03-11,2022-10-02,89,50,609.78,3,1,1,5,Lost
52,0,3,1,54,6060.68,0,22,22,2,2,1,5,19.0,441.0,11,12,7,27,9,7,3,249,2019-01-09,2022-12-26,4,108,6060.68,5,1,5,11,Loyal
19,1,1,1,10,936.6099999999999,10,93,35,22,0,1,10,150.0,625.0,13,11,7,73,8,20,17,384,2019-01-06,2022-12-15,15,220,936.6099999999999,5,2,1,8,At_Risk
39,0,2,0,31,5609.29,3,15,77,21,0,5,5,120.0,1121.0,6,5,7,5,1,1,1,235,2019-02-15,2022-11-27,33,651,5609.29,4,4,5,13,Loyal
68,1,2,1,45,3515.16,10,93,2,29,0,5,8,293.0,169.0,3,5,3,87,9,8,7,704,2019-01-08,2022-12-11,19,1305,3515.16,4,5,4,13,Loyal
48,0,4,0,26,2534.38,14,87,79,19,1,3,10,10.0,10.0,1,2,1,12,7,7,8,653,2019-01-14,2020-02-07,1057,494,2534.38,1,4,3,8,At_Risk
51,1,0,1,20,1771.12,2,9,24,4,1,3,5,243.0,77.0,6,15,16,73,2,0,3,121,2019-04-16,2022-11-03,57,80,1771.12,3,1,2,6,At_Risk
67,1,6,0,40,3596.06,10,29,53,21,1,5,4,66.0,30.0,5,6,3,5,12,11,14,274,2019-03-01,2022-11-24,36,840,3596.06,4,5,4,13,Loyal
49,0,2,1,55,5656.76,8,27,16,6,1,5,8,0.0,1151.0,3,1,3,27,15,16,14,261,2019-02-14,2022-12-20,10,330,5656.76,5,3,5,13,Loyal
47,0,0,0,24,1980.23,2,47,3,18,1,3,5,65.0,1175.0,5,10,3,11,7,12,7,6,2019-07-26,2022-07-14,169,432,1980.23,2,3,2,7,At_Risk
